model_implied_volatility_ask,model_implied_volatility_bid,model_implied_volatility
0.47576350178497,0.472720573012128,0.474279534452674
0.474483182100871,0.471443684650305,0.473000651179964
0.473200561596565,0.47016448847198,0.471719462702908
0.471915619410309,0.468882963490219,0.470435948088225
0.47062833442422,0.46759908845921,0.469150086144999
0.469338685259701,0.466312841869621,0.467861855420075
0.468046650272767,0.46502420194385,0.466571234193337
0.466752207549257,0.463733146631172,0.46527820047289
0.465455334899936,0.462439653602763,0.46398273199012
0.464156009855492,0.461143700246614,0.462684806194645
0.462854209661406,0.459845263662329,0.461384400249149
0.461549911272707,0.458544320655794,0.460081491024091
0.460243091348604,0.457240847733725,0.45877605509229
0.458933726246986,0.455934821098082,0.457468068723382
0.457621792018799,0.454626216640352,0.456157507878148
0.456307264402281,0.453315009935697,0.454844348202697
0.454990118817063,0.452001176236952,0.45352856502252
0.453670330358122,0.450684690468488,0.452210133336393
0.452347873789597,0.449365527219919,0.45088902781013
0.451022723538443,0.448043660739652,0.44956522277019
0.449694853687931,0.446719064928284,0.448238692197117
0.448364237970997,0.445391713331832,0.446909409718829
0.447030849763412,0.444061579134791,0.445577348603727
0.44569466207679,0.442728635153023,0.444242481753642
0.444355647551421,0.441392853826463,0.442904781696598
0.443013778448913,0.440054207211641,0.441564220579395
0.441669026644662,0.438712666974013,0.440220770160002
0.440321363620114,0.437368204380092,0.438874401799752
0.43897076045484,0.436020790289381,0.437525086455342
0.437617187818403,0.434670395146093,0.436172794670622
0.436260615962007,0.433316988970655,0.434817496568168
0.434901014709937,0.431960541350989,0.433459161840639
0.43353835345077,0.430601021433561,0.432097759741901
0.432172601128349,0.429238397914197,0.430733259077923
0.430803726232525,0.427872639028645,0.429365628197417
0.429431696789647,0.426503712542891,0.427994834982244
0.428056480352792,0.425131585743208,0.426620846837543
0.42667804399174,0.423756225425936,0.42524363068161
0.425296354282665,0.42237759788698,0.423863152935482
0.423911377297553,0.420995668911018,0.42247937951225
0.422523078593318,0.419610403760419,0.421092275806067
0.421131423200625,0.418221767163833,0.419701806680854
0.419736375612399,0.41682972330448,0.418307936458691
0.418337899772003,0.415434235808095,0.416910628907873
0.416935959061093,0.414035267730536,0.415509847230639
0.415530516287122,0.412632781545036,0.414105554050541
0.414121533670481,0.411226739129088,0.412697711399454
0.412708972831282,0.409817101750949,0.411286280704213
0.411292794775747,0.408403830055748,0.409871222772856
0.4098729598822,0.406986884051195,0.408452497780469
0.408449427886657,0.405566223092857,0.407030065254612
0.407022157867977,0.404141805868999,0.405603884060309
0.405591108232581,0.402713590384977,0.404173912384599
0.404156236698706,0.401281533947152,0.402740107720612
0.402717500280191,0.39984559314632,0.401302426851171
0.401274855269763,0.398405723840636,0.399860825831891
0.399828257221819,0.396961881138013,0.398415259973762
0.398377660934671,0.395514019377969,0.396965683825188
0.396923020432246,0.394062092112922,0.395512051153477
0.395464288945216,0.39260605208888,0.394054314925746
0.394001418891526,0.391145851225534,0.392592427289221
0.392534361856317,0.389681440595713,0.39112633955092
0.391063068571201,0.388212770404173,0.38965600215668
0.389587488892877,0.386739789965715,0.388181364669509
0.388107571781048,0.385262447682576,0.38670237574724
0.386623265275628,0.383780691021087,0.385218983119452
0.385134516473195,0.382294466487563,0.383731133563631
0.383641271502668,0.380803719603383,0.382238772880544
0.382143475500176,0.379308394879241,0.380741845868789
0.380641072583083,0.377808435788526,0.379240296298489
0.379134005823136,0.376303784739796,0.377734066884095
0.377622217218698,0.374794383048311,0.376223099256257
0.376105647666034,0.373280170906583,0.374707333932738
0.374584236929599,0.371761087353897,0.373186710288303
0.373057923611293,0.370237070244769,0.371661166523575
0.371526645118641,0.368708056216283,0.370130639632776
0.369990337631842,0.367173980654275,0.368595065370339
0.368448936069653,0.365634777658291,0.367054378216317
0.366902374054034,0.364090380005286,0.365508511340547
0.365350583873526,0.36254071911199,0.363957396565514
0.363793496445286,0.360985724995904,0.362400964327852
0.362231041275723,0.359425326234833,0.360839143638425
0.360663146419683,0.357859449924918,0.359271862040922
0.359089738438093,0.356288021637085,0.357699045568894
0.357510742354023,0.35471096537183,0.356120618701173
0.355926081607065,0.353128203512282,0.354536504315575
0.354335678005968,0.351539656775442,0.352946623640839
0.352739451679441,0.34994524416153,0.351350896206682
0.351137321025034,0.348344882901329,0.34974923979191
0.349529202656008,0.346738488401447,0.348141570370475
0.347915011346096,0.345125974187385,0.34652780205538
0.346294659972055,0.343507251844308,0.344907847040329
0.344668059453887,0.341882230955398,0.343281615539016
0.343035118692636,0.340250819037677,0.34164901572192
0.341395744505613,0.33861292147516,0.340009953650493
0.33974984155894,0.336968441449217,0.338364333208606
0.338097312297266,0.335317279865983,0.336712056031106
0.336438056870504,0.333659335280673,0.335053021429341
0.334771973057447,0.331994503818638,0.333387126313494
0.333098956186092,0.330322679092984,0.331714265111553
0.347469027051801,0.344900115001944,0.3468926572688
0.345658329315884,0.342881092654405,0.345178061858518
0.343842134564326,0.340854262482345,0.343458259195457
0.34202043551037,0.338819573263677,0.341733224317467
0.340193228336331,0.336776976979166,0.340002933922341
0.338360513001996,0.33472642922496,0.338267366528212
0.336522293577483,0.332667889666328,0.336526502646298
0.334678578602482,0.330601322536711,0.334780324966934
0.33282938147399,0.328526697186642,0.333028818559908
0.3309747208648,0.326443988687547,0.331271971090176
0.329114621175165,0.324353178495943,0.329509773050133
0.327249113020268,0.322254255184168,0.327742218009705
0.325378233756313,0.320147215244326,0.325969302885592
0.323502028048254,0.318032063972915,0.324191028231135
0.321620548482428,0.31590881644427,0.322407398548348
0.319733856227545,0.313777498581874,0.320618422623797
0.317842021747781,0.311638148337421,0.318824113890105
0.315945125571927,0.30949081698857,0.31702449081501
0.31404325912284,0.307335570567385,0.315219577320017
0.312136525611682,0.30517249143262,0.313409403230836
0.310225041001721,0.303001680000309,0.311594004761949
0.308308935046726,0.30082325664846,0.309773425037775
0.306388352409237,0.298637363813111,0.307947714653104
0.304463453864266,0.296444168294567,0.306116932275577
0.302534417594181,0.294243863794241,0.304281145293203
0.300601440580751,0.292036673704211,0.302440430510029
0.298664740100454,0.289822854173317,0.300594874893279
0.296724555329278,0.287602697475334,0.298744576375388
0.294781149063231,0.285376535706413,0.296889644714569
0.292834809560726,0.283144744840524,0.295030202417628
0.29088585251278,0.280907749172927,0.293166385728907
0.288934623146626,0.27866602618272,0.291298345689305
0.286981498467761,0.276420111845936,0.289426249269396
0.285026889644694,0.274170606430517,0.287550280580697
0.283071244539532,0.271918180803274,0.285670642169063
0.281115050386177,0.269663583276524,0.283787556394149
0.279158836616012,0.267407647018018,0.281901266898607
0.277203177828674,0.265151298041488,0.280012040170488
0.275248696902584,0.262895563786177,0.278120167201819
0.273296068236372,0.260641582281338,0.276225965245816
0.271346021107992,0.258390611875023,0.274329779674412
0.269399343133164,0.256144041484725,0.272431985936852
0.267456883798609,0.253903401299515,0.270532991618853
0.265519558038365,0.251670373828077,0.268633238600373
0.263588349813068,0.249446805143571,0.266733205308161
0.261664315642552,0.247234716123297,0.26483340905706
0.259748588031249,0.245036313418151,0.262934408471371
0.257842378713824,0.242853999813311,0.261036805974441
0.255946981635289,0.240690383557914,0.25914125033096
0.254063775565611,0.238548286149066,0.257248439222182
0.252194226233997,0.236430747957161,0.255359121829385
0.250339887852907,0.234341030980057,0.253474101395315
0.248502403887102,0.232282617920302,0.251594237727135
0.246683506909424,0.230259206702379,0.249720449597504
0.244885017373612,0.228274699498815,0.24785371699286
0.243108841126421,0.226333185330878,0.24599508314996
0.241356965478178,0.224438915369165,0.244145656313245
0.239631453654194,0.222596270200196,0.242306611136944
0.237934437460908,0.220809718563213,0.240479189647286
0.236268108021924,0.219083767407761,0.238664701672052
0.234634704471735,0.217422903578304,0.236864524637501
0.233036500540025,0.215831527984513,0.235080102627032
0.231475789017546,0.214313883734944,0.233312944592328
0.229954864165323,0.212873980349033,0.231564621607106
0.228476002210973,0.211515516752571,0.229836763056639
0.227041440166534,0.210241806229403,0.228131051663788
0.22565335329733,0.209055706771621,0.226449217265254
0.224313831665793,0.207959560279312,0.224793029270757
0.22302485626133,0.206955143773724,0.223164287763386
0.221788275300337,0.206043635206135,0.221564813231733
0.220605781332249,0.205225595612754,0.219996434963324
0.219478889811728,0.20450096836525,0.21846097817375
